,EMPRESAS,CATALOGO_EMPRESAS,TIPO_DOCUMENTO
2943,,DISTRITO DE EDUCACION 11D09 ZAPOTILLO-EDUCACION,
2944,,DISTRITO DE EDUCACION 18D03 DE BAÑOS DE AGUA SANTA,
2945,,DISTRITO DE EDUCACION 19D02 CENTINELA DEL CONDOR-NANGARITZA-PAQUISHA,
2946,,DISTRITO DE EDUCACION 21D01,
2947,,DISTRITO DE EDUCACION CHINCHIPE- PALANDA,
2948,,DISTRITO DE EDUCACION LOGROÑO-SUCUA,
2949,,DISTRITO DE POLICIA ELOY ALFARO,
2950,,DISTRITO DE POLICIA LA DELICIA,
2951,,DISTRITO DE POLICIA RUMIÑAHUI-MEJIA,
2952,,DISTRITO DE SALUD 07D01 CHILLA - EL GUABO - PASAJE,
2953,,DISTRITO DE SALUD 11D08 SARAGUROS SALUD EL CONSEJO DE SANADORES,
2954,,DISTRITO METROPOLITANO DE QUITO,
2955,,DIVIESO DAVID PATRICIO,
2956,,DIVUSWARE,
2957,,DIVUSWARE CIA LTDA.,
2958,,DK CONSULTORIA (CONTABLE,
2959,,DK MANAGEMENT SERVICES SA,
2960,,DLA LAW & SERVICES CIA. LTDA,
2961,,DLSTRIBIDOR PRODUCTOS ECOLAC,
2962,,DMIT SOLUTIONS,
2963,,DOCENTE,
2964,,DOLLY PELUZA PET SERVICES,
2965,,DOLORES LUCIA QUINDE,
2966,,DOME FRUIT S.A.,
2967,,DOMIKARMA & ASOCIADOS CIA. LTDA.,
2968,,DON ROBERTO,
2969,,DONOSO PANTOJA NATALIA CAROLINA / DEL POZO MEZA DAVID EMMANUEL,
2970,,DONOSO ROMERO DIANA MARIA,
2971,,DORASTENIA LOJAN GALLARDO,
2972,,DOSIRAD SA,
2973,,DOSISRAD,
2974,,DOSISRAD S.A.,
2975,,DR,
2976,,DR. ALFREDO PEREZ GUERRERO,
2977,,DR. JOSE BARBOSA CORBACHO,
2978,,DR. MANUEL BENJAMIN CARRION MORA,
2979,,DR. MANUEL ROMERO,
2980,,DR. RENE FAUSTO CUEVA LUDEA,
2981,,DR. TELMO HIDALGO DIAS,
2982,,DR. YAKU PEREZ GUARTAMBEL,
2983,,DRS CONSTRUCTORA & CONSULTORA ICIVIL CIA.LTDA.,
2984,,DULCAFE SA,
2985,,DULCE PUBLICIDAD,
2986,,DULCES FRUSEC CIA. LTDA,
2987,,DULCIONE S.A.,
2988,,DUMAN REY Y COMPAÑIA,
2989,,DUNIA MENDEZ JUAN DIEGO,
2990,,DUNIESKY ALFONSO CAVEDA,
2991,,DUNUSI S A,
2992,,DUQUEMATRIZ,
2993,,DURABLOCK,
2994,,DURAN CHAVEZ CARLOS EDUARDO,
2995,,DURAZNO SOLUCIONES,
2996,,DURINI INDUSTRIA DE MADERA CA EDIMCA,
2997,,DW CONSULWARE CIA. LTDA.,
2998,,DYVS CLASS,
2999,,E- TECH SIMULATION S.A.,
3000,,E-NOVATRAINING CIA. LTDA.,
3001,,E-TECH INTERNATIONAL,
3002,,E.O.A. SERVICIO S.A.,
3003,,EAGLETRADE S.A.,
3004,,EASY MARKET,
3005,,EASYSOFT SERVICE,
3006,,ECAM DISTRIBUIDORA,
3007,,ECLIPSOFT S. A.,
3008,,ECOBONA,
3009,,ECOCIENCIA FUNDACION,
3010,,ECOCOMBUSTIBLES ECOCOMBUS CIA LTDA,
3011,,ECOLAC,
3012,,ECOLAC CIA LTDA_MENDIENTA AGUIRRE THALIA BELEN,
3013,,ECOLAC CIA. LTDA.,
3014,,ECOLUXEN S.A.,
3015,,ECONESPECIAS CIA. LTDA.,
3016,,ECONOFARM,
3017,,ECONTAB,
3018,,ECOTEL RADIO,
3019,,ECOTEL RADIO 107.7 FM,
3020,,ECOTEL TV CIA. LTDA.,
3021,,ECOTOURSLIVE,
3022,,ECTOTEC,
3023,,ECTYRE S.A.,
3024,,ECU 911 TULCAN,
3025,,ECU-911,
3026,,ECUABUXIS S.A,
3027,,ECUACORRIENTE S.A.,
3028,,ECUADOR BOTTLING COMPANY,
3029,,ECUADOR FREEDOM CORPORATION ECUFREECORP CIA. LTDA.,
3030,,ECUADOR OVERSEAS AGENCIES C.A,
3031,,ECUADOR SMART SALES & SERVICES,
3032,,ECUAFLOR S.A,
3033,,ECUAGENERA,
3034,,ECUAGENIUS S.A,
3035,,ECUAINSETEC,
3036,,ECUALACTA CIA LTDA,
3037,,ECUANDINA-COMERCIAL S.A,
3038,,ECUAPRIMAS ASESORA Y PRODUCTORA DE SEGUROS CIA. LTDA,
3039,,ECUATABLET,
3040,,ECUATORIAN FLOWER GRUNKO CIA. LTDA,
3041,,ECUATORIANA DE CONSTRUCCIONES S.A.,
3042,,ECUATORIANA DE SAL Y PRODUCTOS QUIMICOS C.A. - ECUASAL,
3043,,ECUATORIANA INDUSTRIAL TERMOVAL CIA. LTDA.,
3044,,EDESA S.A,
3045,,EDFICIO LOPE DE VEGA,
3046,,EDGAR FRANCISCO GARCIA BAZAN,
3047,,EDGAR ROMEO CAJAS SUAREZ,
3048,,EDGAR STALIN ORDOEZ ALVARADO,
3049,,EDGAR VINICIO MEDINA YUNGA,
3050,,EDIBESA,
3051,,EDICIONES ABYA YALA,
3052,,EDICIONES FONDO DE CULTURA ECONOMICA LTDA.,
3053,,EDICIONES LEGALES,
3054,,EDIFICIO TORRES OXFORD,
3055,,EDIFICIO VIA LACTEA,
3056,,EDIFICIOS CONSULTORIOS PICHINCHA,
3057,,EDIHORA CIA. LTDA,
3059,,EDILOJA CIA. LTDA.,
3061,,EDISUR CIA. LTDA,
3062,,EDITORA CIA LTDA,
3063,,EDITORAL DIARIO LA HORA DE LOJA EDIHORA,
3064,,EDITORES NACIONALES SOCIEDAD ANONIMA-ENSA,
3065,,EDITORIAL ABYA ALA,
3066,,EDITORIAL DEL SUR CMP. LTDA.,
3067,,EDITORIAL DYKINSON,
3068,,EDITORIAL EDICAMBRIDGE CIA. LTDA.,
3069,,EDITORIAL EDINACHO S.A.,
3070,,EDITORIAL FORMALPRESS LDA MEDIA XXI,
3071,,EDITORIAL LA HORA DE LOJA,
3072,,EDITORIAL MEDICA INTERNACIONAL LTDA,
3073,,EDITORIAL OCEANO ECUATORIANA (EDIOCEANO) S.A,
3074,,EDITORIAL PAIDOS ECUADOR,
3075,,EDITORIAL TEBAR FLORES,
3076,,EDNA NORTH,
3077,,EDUARDO BELTRAN BELTRAN,
3078,,EDUARDO JAVIER JARAMILLO AGUIRRE Y NAIRA FLORA VILDOZA GUILLEN,
3079,,EDUARDO SALAZAR GOMEZ,
3080,,EDUARDO VASQUEZ DODERO,
3081,,EDUCACION BASICA CIUDAD DE GUACHAPALA,
3082,,EDUCACION CONTINUA UTPL,
3083,,EDUCAL,
3084,,EDUCATIONAL TESTING SERVICE,
3085,,EDUCATIONAL TESTING SERVIS ETS,
3086,,EDUSERVICES GROUP MBWAY SCHOOL OF MANAGEMENT FRANCIA,
3087,,EDWIN GEOVANNY QUEZADA POMA,
3088,,EDWIN PATRICIO DUQUE YAGACHE,
3089,,EERSSA,
3090,,EF EDUCACION INTERNACIONAL,
3091,,EFIRE,
3092,,EFRAIN VIEIRA HERRERA,
3093,,EFREN ROGELIO NARVAEZ,
3094,,EGA (ELECTRIC GREEN AUTOMATION),
3095,,EGCONSULTING,
3096,,EGUIGUREN LUZURIAGA EDUARDO MAURICIO,
3097,,EGUIGUREN Y ASOCIADOS,
3098,,EICA,
3099,,EIFFAGE,
3100,,EJERCITO ECUATORIANO. BATALLON DE INFANTERIA NRO. 38 AMBATO,
3101,,EKOPRAXIS CIA LTDA,
3102,,EKUDERT DEL ECUADOR CIA. LTDA,
3103,,EL AHORRO,
3104,,EL BARATON,
3105,,EL CENTRO DEL MOTOSIERRISTA,
3106,,EL CENTRO TRIBUTARIO CONTABLE,
3107,,EL COMISARIATO DEL PAÑAL,
3108,,EL CONSEJO DE EDUCACION SUPERIOR,
3109,,EL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON YACUAMBI,
3110,,EL GRAN PALACIO DEL RADIADOR,
3111,,EL HUERTO,
3112,,EL INSTITUTO NACIONAL DE BIODIVERSIDAD,
3113,,EL INSTITUTO NACIONAL DE METEREOLOGIA E HIDROLOGIA INHAMI,
3114,,EL INSTITUTO NACIONAL DE PATRIMONIO CULTURAL REGIONAL ZONA 7 LOJA,
3115,,EL INSTITUTO TECNOLOGICO SUPERIOR KEVIN,
3116,,EL MEJOR CIA LTDA,
3117,,EL MEJOR MEJORLIMP CIA.LTDA.,
3118,,EL MUNDO AUTOMOTRIZ,
3119,,EL PLAN BINACIONAL DE DESARROLLO DE LA REGION FRONTERIZA CAPITULO ECUADOR Y EL FONDO BINACIONAL PARA LA PAZ Y EL DESARROLLO,
3120,,EL PONTIFICIO INSTITUTO TEOLOGICO JUAN PABLO II PARA LAS CIENCIAS DEL MATRIMONIO Y LA FAMILIA,
3121,,EL PROYECTO SI SE PUEDE,
3122,,EL REY,
3123,,EL SERVICIO NACIONAL DE ATENCION INTEGRAL PARA PERSONAS ADULTAS PRIVADAS DE LIBERTAD Y A ADOLESCENTES INFRACTORES,
3124,,ELACE,
3125,,ELBITRANI S.A.,
3126,,ELECTBM S.A.,
3127,,ELECTMB S.A.,
3128,,ELECTRIC URGILES,
3129,,ELECTRITELECOM CIA. LTDA,
3130,,ELECTRO ECUATORIANA S.A.C.I.,
3131,,ELECTRO OFERTAS,
3132,,ELECTROAZUAY,
3133,,ELECTROCOMERCIAL LOAYZA,
3134,,ELECTROCOMPU,
3135,,ELECTROLEG S.A.,
3136,,ELECTROLUX C.A,
3137,,ELECTRONIC & TELECOMMUNICATIONS SOLUTIONS ETELNETSOL CIA.LTDA.,
3138,,ELICROM CIA. LTDA,
3139,,ELITE CARGO SERVCE,
3140,,ELITE SCOPE S.A.,
3141,,ELIZALDE SOLANO RENE ROLANDO,
3142,,ELLIS,
3143,,ELLUCIAN TECNOLOGICA DE CHILE LIMITADA (ELLUCIAN)EE,
3144,,ELSA ROSA NORA ERIQUE ORTEGA,
3145,,EMAPA-I,
3146,,EMAPAL,
3147,,EMBAJADA DE LA REPUBLICA ARABE DE EGIPTO EN ECUADOR,
3148,,EMBAJADA DE LOS ESTADOS UNIDOS DE AMERICA,
3149,,EMIECUADOR S.A. EMPRESA DE MEDICINA INTEGRA,
3150,,EMINENS CIA LTDA,
3151,,EMISING S.A.,
3152,,EMMA PATRICIA PACHECO MONTOYA,
3153,,EMMYTEC,
3154,,EMORESA CONTRATANTE,
3155,,EMOV EP CUENCA,
3156,,EMP0AQUES ANDINOS S.A.,
3157,,EMPACADORA BILBO S.A. BILBOSA,
3158,,EMPACADORA COFIMAR,
3159,,EMPAQPLAST.S.A,
3160,,EMPAQUES Y ENVOLTURAS DEL ECUADOR ENVOLPAQUES CIA. LTDA.,
3161,,EMPLEOS & SERVICIOS RAMOS - AGUILAR CIA. LTDA.,
3162,,EMPREHOGAR S.A.,
3163,,EMPRENDIMIENTO JULIANA PASTELERIA,
3164,,EMPRENDIMIENTO SOCIO PRODUCTIVO DE CAMARON,
3165,,EMPRENDIMIENTO SOCIO PRODUCTIVO EL SQUISITO,
3166,,EMPRENDIMIENTO SOCIO PRODUCTIVO MITRAL,
3167,,EMPRENDIMIENTO SOCIO PRODUCTIVO PELUCHES SEBASTIAN´S,
3168,,EMPRESA AGRICOLA OFICIAL SA AGROFICIAL,
3169,,EMPRESA ALBOMODA S.C.C.,
3170,,EMPRESA ALFA,
3171,,EMPRESA ATIMOR,
3172,,EMPRESA BALPLANT S.A,
3173,,EMPRESA BEREZIAK EQUIPOS Y MAQUINARIAS EDIBON,
3174,,EMPRESA BIO-SALUD,
3175,,EMPRESA CABRERA PASTOR ENRIQUE GILBERTO/ PLANTA DE BENEFICIO CAZADERO,
3176,,EMPRESA CARMEN ZABALETA CONTABILIDAD.ACCOUNTIG,
3177,,EMPRESA CASTELLANA TELECOMUNICACIONES,
3178,,EMPRESA CERAMICAS AL COSTOS,
3179,,EMPRESA CIS SECURE,
3180,,EMPRESA CITIBANK NA SUCURSAL ECUADOR,
3181,,EMPRESA COMPLEMENTOS ELECTRONICOS S.A.,
3182,,EMPRESA CONSULTORA GEOCONDS,
3183,,EMPRESA CONTABLE TRIBYCON,
3184,,EMPRESA CONTRATADA,
3185,,EMPRESA CUEROS EL AL-CE,
3186,,EMPRESA DE ABARROTES Y ABASTOS REATEGUI JIMENEZ,
3187,,EMPRESA DE AGUA POTABLE Y ALCANTARILLADO DE SANTA ROSA. EMAPASR-EP,
3188,,EMPRESA DE AGUA POTABLE Y ALCANTARILLADO SAN MATEO,
3189,,EMPRESA DE ASESORIA CONTABLE Y TRIBUTARIA,
3190,,EMPRESA DE CONSTRUCCIONES DEL CANAR EP,
3191,,EMPRESA DE MEDICINA INTEGRAL,
3192,,EMPRESA DE MOVILIDAD,
3193,,EMPRESA DE PRODUCTOS MINEROS,
3194,,EMPRESA DE SERVICIOS AGRICOLAS IMBABURA  EMSERIMBA CIA. LTDA,
3195,,EMPRESA DE TEJAS DECORTEJA CIA LTDA,
3196,,EMPRESA DE TRANSPORTE PESADO FAUSTO ANGEL JACOME VASCONEZ,
3197,,EMPRESA DE TURISMO SALINAS S.A.,
3198,,EMPRESA DIMMVA,
3199,,EMPRESA DINAGRO,
3200,,EMPRESA DOMIYAN,
3201,,EMPRESA EL PINTAR,
3202,,EMPRESA ELECTRICA AMBATO REGIONAL CENTRO NORTE S.A.,
3203,,EMPRESA ELECTRICA CENTRO SUR,
3204,,EMPRESA ELECTRICA PROVINCIAL DE COTOPAXI,
3205,,EMPRESA ELECTRICA PUBLICA CORPORACION NACIONAL DE ELECTRICIDAD CNEL EP,
3206,,EMPRESA ELECTRICA PUBLICA ESTRATEGICA CORPORACION NACIONAL DE ELECTRICIDAD CNEL EP,
3207,,EMPRESA ELECTRICA PUBLICA ESTRATEGICA CORPORACION NACIONAL DE ELECTRICIDAD CNEL EP UNIDAD DE NEGOCIO EL ORO,
3208,,EMPRESA ELECTRICA PUBLICA ESTRATEGICA CORPORACION NACIONAL DE ELECTRICIDAD CNEL EP-SUCUMBIOS,
3209,,EMPRESA ELECTRICA REGIONAL CENTRO SUR CA,
3210,,EMPRESA ELECTRICA REGIONAL DEL SUR S.A.,
3211,,EMPRESA ELECTRICA REGIONAL NORTE,
3212,,EMPRESA ELECTRICA RIOBAMBA S.A.,
3213,,EMPRESA ESPECTROCROM,
3214,,EMPRESA EXPORTADORA GRUBAFAL S.A,
3215,,EMPRESA FARMALEMANA CA,
3216,,EMPRESA GOMOTORS,
3217,,EMPRESA GS BPO GLOBAL SERVICES,
3218,,EMPRESA HIDRELGEN SA,
3219,,EMPRESA INDURA SA,
3220,,EMPRESA JJCOMP,
3221,,EMPRESA LOS COCOS,
3222,,EMPRESA MANCOMUNADA DE MOVILIDAD SUSTENTABLE DE ZAMORA CHINCHIPE,
3223,,EMPRESA METROPOLITANA DE OBRAS PUBLICAS,
3224,,EMPRESA MINERA BIRA,
3225,,EMPRESA MINERA VALENTINA,
3226,,EMPRESA MR. Y MRS. CAKES,
3227,,EMPRESA MUNCIPAL DE AGUA POTABLE Y ALCANTARILLADO DE AMBATO,
3228,,EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTERILLADO DE IBARRA,
3229,,EMPRESA MUNICIPAL DE AGUA POTABLE,
3230,,EMPRESA MUNICIPAL DE ASEO DE CUENCA EMPRESA PUBLICA - EMAC EP,
3231,,EMPRESA MUNICIPAL DE MATRICULACION VEHICULAR ESTACIONAMIENTO TARIFADO Y TRANSITO EP (EMMETT EP),
3232,,EMPRESA MUNICIPAL MANCOMUNADA DE ASEO INTEGRAL DEL PUEBLO CANARI,
3233,,EMPRESA MUNICIPAL REGIONAL DE AGUA POTABLE ARENILLAS Y HUQUILLAS,
3234,,EMPRESA NOVACERO SA,
3235,,EMPRESA OMEGA HOGAR,
3236,,EMPRESA OPERADORA DE HIDROCARBUROS EN EL ECUADOR.,
3237,,EMPRESA PASTEURIZADORA QUITO,
3238,,EMPRESA PESQUERIA MORAN PEZ S.A,
3239,,EMPRESA PROINSTRA S.A,
3240,,EMPRESA PU´BLICA DE LA MANCOMUNIDAD DE TRA´NSITO,
3241,,EMPRESA PUBLICA AGUAS DE MANTA- EPAM,
3242,,EMPRESA PUBLICA CENTRO DE EDUCACION CONTINUA CEC EP,
3243,,EMPRESA PUBLICA CORREOS DEL ECUADOR ODE - E. P,
3244,,EMPRESA PUBLICA D,
3245,,EMPRESA PUBLICA DE AGUA POTABLE Y ALCANTARILLADA DEL CANTON ZAMORA,
3246,,EMPRESA PUBLICA DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON SANTA ROSA,
3247,,EMPRESA PUBLICA DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON ZAMORA,
3248,,EMPRESA PUBLICA DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DEL CANTON SANTA ROSA,
3249,,EMPRESA PUBLICA DE AGUAS MANTA,
3250,,EMPRESA PUBLICA DE ASEO DE CUENCA,
3251,,EMPRESA PUBLICA DE COMUNICACION DEL ECUADOR,
3252,,EMPRESA PUBLICA DE CONSTRUCCIONES VIVIENDA Y DE ASEO DE SANTO DOMINGO EP CONST,
3253,,EMPRESA PUBLICA DE DESARROLLO PRODUCTIVO Y AGROPECUARIO DEL SUR,
3254,,EMPRESA PUBLICA DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS PETROAMAZONAS EP,
3255,,EMPRESA PUBLICA DE FARMACOS ENFARMA EP,
3256,,EMPRESA PUBLICA DE GUAYAQUIL EP,
3257,,EMPRESA PUBLICA DE HIDROCARBUROS DEL ECUADOR EP PETROECUADOR,
3258,,EMPRESA PUBLICA DE INVESTIGACION CENTRO,
3259,,EMPRESA PUBLICA DE LA UNIVERSIDAD DE CUENCA -UCUENCA EP-,
3260,,EMPRESA PUBLICA DE LA UNIVERSIDAD TECNICA DE AMBATO,
3261,,EMPRESA PUBLICA DE MOVILIDAD (EPM),
3262,,EMPRESA PUBLICA DE MOVILIDAD CAYAMBE,
3263,,EMPRESA PUBLICA DE MOVILIDAD DEL CANTON OTAVALO,
3264,,EMPRESA PUBLICA DE MOVILIDAD DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUALACEO,
3265,,EMPRESA PUBLICA DE MOVILIDAD DEL NORTE,
3266,,EMPRESA PUBLICA DE MOVILIDAD Y TRANSPORTE DE CUENCA,
3267,,EMPRESA PUBLICA DE OBRAS PUBLICAS,
3268,,EMPRESA PUBLICA DE SERVICIO MUNICIPALES DE ANTONIO ANTE SERMAA-EP,
3269,,EMPRESA PUBLICA DE SERVICIOS DE RASTRO Y PLAZAS DE GANADO EMURPLAG EP,
3270,,EMPRESA PUBLICA DE SERVICIOS Y CONSULTORIA U CUENCA EP,
3271,,EMPRESA PUBLICA DE TELECOMUNICACIONES AGUA POTABLE ALCANTARILLADO Y SANEAMIENTO DE CUENCA ETAPA EP,
3272,,EMPRESA PUBLICA DE TERMINALES TERRESTRES,
3273,,EMPRESA PUBLICA DE TRANSITO,
3274,,EMPRESA PUBLICA DE VIALIDAD DEL SUR VIALSUR EP,
3275,,EMPRESA PUBLICA DE VIALIDAD ZAMORA CHINCHIPE VIALZACHIN EP DEL GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,
3276,,EMPRESA PUBLICA FLOTA PETROLERA ECUATORIANA,
3277,,EMPRESA PUBLICA METROPOLITANA DE ASEO EMASEO EP,
3278,,EMPRESA PUBLICA METROPOLITANA DE SERVICIOS AEROPORTUARIOS Y GESTION DE ZONAS,
3279,,EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS QUITO,
3280,,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE DE SANTO DOMINGO,
3281,,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE LOJA,
3282,,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PALORA EPMAPA-PAL,
3283,,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PORTOVIEJO EPMAPAP,
3284,,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON MACHALA,
3285,,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON PICHINCHA,
3286,,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO. EPMAPA PAL,
3287,,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE,
3288,,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE,
3289,,EMPRESA PUBLICA MUNICIPAL DE ASEO CUENCA,
3290,,EMPRESA PUBLICA MUNICIPAL DE COMUNICACION E INFORMACION DEL CANTON PUERTO LOPEZ – EMCIPLO EP,
3291,,EMPRESA PUBLICA MUNICIPAL DE FAENAMIENTO Y CARNICOS RUMINAHUI-EPM,
3292,,EMPRESA PUBLICA MUNICIPAL DE MOVILIDAD CAYAMBE,
3293,,EMPRESA PUBLICA MUNICIPAL DE MOVILIDAD TRANSITO Y TRASPORTE DE CUENCA EMOV EP,
3294,,EMPRESA PUBLICA MUNICIPAL DE MOVILIDAD Y OBRAS PUBLICAS,
3295,,EMPRESA PUBLICA MUNICIPAL DE TELECOMUNICACIONES,
3296,,EMPRESA PUBLICA MUNICIPAL DE TRANSITO,
3297,,EMPRESA PUBLICA MUNICIPAL DE TRANSPORTE TERRESTRE. TRANSITO SEGURIDAD VIAL Y TERMINAL TERRESTRE DEL CANTON QUEVEDO,
3298,,EMPRESA PUBLICA MUNICIPAL DE URBANIZACION Y VIVIENDA DE CUENCA,
3299,,EMPRESA PUBLICA MUNICIPAL DE VIVIENDA DE LOJA VIVEM EP,
3300,,EMPRESA PUBLICA MUNICIPAL MANCOMUNADA AGUAPEN EP PROVINCIA DE SANTA ELENA,
3301,,EMPRESA PUBLICA MUNICIPAL MANCOMUNADA DE AGUA POTABLE,
3302,,EMPRESA PUBLICA MUNICIPAL MANCOMUNADA DE ASEO INTEGRAL DE LOS CANTONES DE CAÑAR,
3303,,EMPRESA PUBLICA PARQUE INDUSTRIAL DE LOJA,
3304,,EMPRESA PUBLICA TAME LINEA AEREA DEL ECUADOR TAME EP.,
3305,,EMPRESA PUBLICA UNIDAD NACIONAL DE ALMACENAMIENTO,
3306,,EMPRESA PUBLICA UPEC-CREATIVA EP DE LA UNIVERSIDAD POLITECNICA ESTATAL DEL CARCHI,
3307,,EMPRESA PUBLICA VIAL DE CONSTRUCCIONES,
3308,,EMPRESA PUBLICA VIAL DEL GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL AUTONOMO DE EL ORO,
3309,,EMPRESA PUBLICA VIAL Y CONSTRUCCIONES,
3310,,EMPRESA SIC ELECTRITELECOM CIA. LTDA.,
3311,,EMPRESA SISTEMAS ACTIVOS DE CODIFICACION Y ETIQUETADO SISMODE,
3312,,EMPRESA SOLVAC,
3313,,EMPRESA STORE SOLUTION SISTEMAS CIA. LTDA.,
3314,,EMPRESA TECNOLOGICO TONERS CIA.LTDA.,
3315,,EMPRESA TURISTICA GONZALAR,
3316,,EMPRESA VALDIMAR S.A.,
3317,,EMPRESA WILI SPORT,
3318,,EMPRESA YAMBURARA.COM S.A,
3319,,EMPRESA ZAPEC S.A.,
3320,,EMPRESAS PINTO S.A.,
3321,,EMPRESENCIA S.A.,
3322,,EMPROSUR SA,
3323,,EMPSETEL NETWORK TELECOMUNICACIONES,
3324,,EMTURISA,
3325,,EMTURISA S.A.,
3326,,EN SITIO ARQUITECTOS,
3327,,ENA CRISTINA CORDOVA SARMIENTO,
3328,,ENAMI EP,
3329,,ENCALADA CONSULTORES,
3330,,ENCALADA JUMBO DIANA DEL CISNE,
3331,,ENCALADA MARIA FERNANDA,
3332,,ENCARNACION DIAZ ALEXANDRA BEATRIZ,
3333,,ENCARNACION ORDOEZ SANDRA JACQUELINE,
3334,,ENCHANTED EXPEDITIONS CIA. LTDA,
3335,,ENCOFRADO Y MAQUINARIA ENCOMAQUINARIA CIA. LTDA.,
3336,,ENERMILL CIA LTDA-TAIAO CONSULTORES,
3337,,ENERSUR EP,
3338,,ENFARMA EP,
3339,,ENGINEERING BUSINESS SOFTWARE ME&HE CIA. LTDA.,
3340,,ENGINEERING INGENIERIA INFORMATICA SPA,
3341,,ENGLISH LANGUAGE LEARNING AND INSTRUCTION SYSTEM,
3342,,ENIDAD EDUCATIVA JESUS VASQUEZ OCHOA,
3343,,ENJOYING ECUADOR TRAVEL ENJOYING. CIA. LTDA.,
3344,,ENKI DISEO & CONSTRUCCION PAVIRAM S.A.,
3345,,ENRIQUE DAVID LUZURIAGA MUOZ / PEDRO ESTUARDO PUERTAS MONTEROS,
3346,,ENRIQUE EMILIANO CABRERA CORDOVA,
3347,,ENRIQUEZ PORTILLA MIREYA MIROSLAVA,
3348,,ENSENA ECUADOR,
3349,,ENTERSYSTEMS LATINOAMERICANA DE COMPUTADORAS&SISTEMAS CIA. LTDA.,
3350,,ENTRETENIMIENTO DEL PACIFICO ENTREPASA.,
3351,,ENTRIX AMERICAS S.A.,
3352,,ENVASADORA DE AGUA LA INMACULADA,
3353,,ENVIO EXPRESS ENVIO ERF S.A,
3354,,EOA + ARQUITECTOS,
3355,,EOD DISTRITO METROPOLITANO,
3356,,EP PETROECUADOR,
3357,,EPSON ROBOTS AMERICA,
3358,,EQBYTE INSTRUMENTS CIA. LTDA.,
3359,,EQUAFLOR-A,
3360,,EQUIASOCIADOS SA,
3361,,EQUINOCCIAL TOURING S.A,
3362,,EQUINOX ECUADOR S.A.,
3363,,EQUIPO PROFESIONAL LOGISTICO CLEAN MASTER CIA LTDA,
3364,,EQUIPOS INOXIDABLES GORDON,
3365,,EQUIPOS Y TRANSPORTES S.A. EQUITRANSA,
3366,,EQUITECMED CIA. LTDA,
3367,,ERAS GALLEGOS LESLYE FATIMA,
3368,,ERAZO BUSTAMANTE DANIEL FABRICIO,
3369,,ERICA PAOLA ROCA CASTRO (MI MASA AMADA),
3370,,ERIKA PAULINA CABRERA CARTUCHE,
3371,,ERNESTO ALBAN MOSQUERA,
3372,,ERNESTO VINICIO SIVISAKA GARCES,
3373,,ERNS & YOUNG ECUADOR,
3374,,ERNST & YOUNG ECUADOR E&Y CIA. LTDA.,
3375,,ERRA ADRIANA DEL CISNE,
3376,,ERRAIS MOROCHO ANTHONY MATEO,
3377,,ERSI ECUADOR,
3378,,ESC. CIUDAD DE QUITO,
3379,,ESC. DE EDUCACION BASICA AMELIA TOBAR SUBIAGA,
3380,,ESC. DE EDUCACION BASICA DOS DE AGOSTO,
3381,,ESC. DE EDUCACION BASICA FISCAL PLUTARCO NARANJO,
3382,,ESC. DE EDUCACION BASICA MAXIMILIANO PEÑALOZA CASTRO,
3383,,ESC. EDUCACION BASICA CAMILO REINALDO,
3384,,ESC. EDUCACION BASICA GUAYAQUIL,
3385,,ESC. EDUCACION BASICA ISIDRO AYORA,
3386,,ESC. EDUCACION BASICA SRA. VICTORIA ELIDA BUELE,
3387,,ESC. FISCAL VICTOR EMILIO ESTRADA,
3388,,ESC. HERNANDO DE MAGALLANES,
3389,,ESC. PARTICULAR MIXTA OSWALDO GUAYASAMIN.,
3390,,ESC.EDUCACION BASICA DR. VICTOR EMILIO UZCATEGUI,
3391,,ESCCUELA DE EDUCACION BASICA REINO DE BELGICA,
3392,,ESCCUELA DE EDUCACION BASICA SIMON BOLIVAR,
3393,,ESCOBAR ZUIGA ARACELLY CRISTINA,
3394,,ESCOLA IDIOMAS CIA. LTDA.,
